epoch,train_acc,train_loss,val_acc,val_loss
0,0.96875,0.6918680667877197,0.8799999952316284,0.7818591594696045
1,0.9375,0.5735357403755188,0.9071000218391418,0.635269284248352
2,0.9375,0.4990862309932709,0.9187999963760376,0.5581574440002441
3,0.875,0.6368042230606079,0.929099977016449,0.48935458064079285
4,0.96875,0.3411504626274109,0.9323999881744385,0.4436019957065582
5,0.96875,0.4640231132507324,0.9337999820709229,0.413495808839798
6,0.96875,0.37323927879333496,0.9372000098228455,0.37377700209617615
7,1.0,0.34146034717559814,0.9355000257492065,0.3595212697982788
8,0.9375,0.3646433353424072,0.9409000277519226,0.33148106932640076
9,1.0,0.1812547743320465,0.9422000050544739,0.31205999851226807
10,1.0,0.212184876203537,0.9448999762535095,0.29451796412467957
11,0.9375,0.2575874328613281,0.9444000124931335,0.2835148572921753
12,0.96875,0.22435486316680908,0.9462000131607056,0.27337750792503357
13,1.0,0.16696009039878845,0.9463000297546387,0.26322314143180847
14,0.90625,0.3755038380622864,0.9474999904632568,0.2533222436904907
15,1.0,0.13379299640655518,0.9448999762535095,0.24870425462722778
16,0.9375,0.19976165890693665,0.9495000243186951,0.23552930355072021
17,1.0,0.1411476582288742,0.9452000260353088,0.24293062090873718
18,1.0,0.07524798065423965,0.9462000131607056,0.22968991100788116
19,1.0,0.12072353065013885,0.947700023651123,0.22178344428539276
20,1.0,0.1032741367816925,0.9455999732017517,0.2222796380519867
21,0.96875,0.17961914837360382,0.9506999850273132,0.2088456004858017
22,0.9375,0.19366836547851562,0.947700023651123,0.21324409544467926
23,1.0,0.11626853048801422,0.9478999972343445,0.20576217770576477
24,1.0,0.055023469030857086,0.9496999979019165,0.20500122010707855
25,1.0,0.07460011541843414,0.951200008392334,0.19790402054786682
26,0.96875,0.14218385517597198,0.9466999769210815,0.20327690243721008
27,1.0,0.06807810813188553,0.949400007724762,0.19409528374671936
28,1.0,0.0299923624843359,0.9506000280380249,0.1874515861272812
29,1.0,0.03917155787348747,0.9505000114440918,0.18593263626098633
