,train_acc,train_loss,val_acc,val_loss
0,0.96875,1.1693251132965088,0.9844499826431274,0.7748056650161743
1,0.96875,0.8265368342399597,0.987500011920929,0.5265293121337891
2,0.9375,0.5975251197814941,0.9885249733924866,0.40813857316970825
3,1.0,0.5754140615463257,0.9887750148773193,0.34828153252601624
4,1.0,0.5782410502433777,0.9886999726295471,0.30083632469177246
5,1.0,0.3499111831188202,0.9886999726295471,0.2723197042942047
6,1.0,0.331706702709198,0.9887250065803528,0.2526578903198242
7,1.0,0.23935630917549133,0.9884499907493591,0.2375805377960205
8,1.0,0.2879173755645752,0.9883000254631042,0.22406674921512604
9,1.0,0.21948830783367157,0.9883750081062317,0.21366049349308014
10,0.9375,0.5514250993728638,0.9882000088691711,0.20601670444011688
11,1.0,0.18822795152664185,0.9886249899864197,0.1924567073583603
12,1.0,0.23098866641521454,0.9886749982833862,0.18569111824035645
13,1.0,0.2835536599159241,0.9885749816894531,0.17775224149227142
14,0.96875,0.29541611671447754,0.9885249733924866,0.17324461042881012
